id,type,product_type,embed_url,media_url,thumbnail_url,timestamp,like_count,comments_count,caption
18200926624369871,VIDEO,REELS,https://www.instagram.com/reel/Db2CqLkJqZg/,https://scontent-iad3-2.cdninstagram.com/o1/v/t2/f2/m86/AQProV7F2wafJQKI_3qFHunb_kbr0HbL4x9phz16T0cW9jmWOv-51Ezs0Di5nxUbdFLSf0x08YzA5tHBzqgDKgBSV---ZWD9CpaC5WA.mp4?_nc_cat=103&_nc_sid=5e9851&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_ohc=3RsSbBNfvRgQ7kNvwEv0-V4&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjM0ODE1NzM0NjAwMzI5MiwiYXNzZXRfYWdlX2RheXMiOjEsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=ec952dfecdf389d1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yQjQ3NTNGM0E4Rjk4NENBRUVEQTlFRjE0NEJFQTc5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0FDNDJCNDg1RDJCMEI3QjBDQUY5MzlFNTg5NDJGQjg4X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa45eHH3-irCBUCKAJDMywXQCXMzMzMzM0YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQIbiK1E2siE2leVNU_roBGQ_-VZLbBTFWuAyyeBfM5DVJH4Y_tAshZrwXFLXQmwnpZUcHLyJfbqGg&oh=00_AQE5lUKkgBZCa38k5lmByP8vbDoHYj52g-L2xmWx6ZYkVw&oe=6A7DA3BC,https://scontent-iad3-2.cdninstagram.com/v/t51.71878-15/770961690_1397384912303549_7410659233480653452_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=OkNWhugskUcQ7kNvwHsBFrL&_nc_oc=Adr5iig2gl4rWGLHiEjOpydzlf_yrc3CN8mnXx0GA-nVW-FT5vZry-NL46JI8LBTa9U&_nc_zt=23&_nc_ht=scontent-iad3-2.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&_nc_tpa=Q5bMBQJvwi-HSYUESqJI4c7JyfYUQ3s57CfmghtRqYdmCRXMMgvCSmYwm_MBYB2VpFNuYjIncz3v3Zs8_A&oh=00_AQGTt3sKwpDGHtL3JRQOZwBOdkhJbk1jXZt3einy5uaXaQ&oe=6A819778,2026-08-10T03:24:58+0000,1,0,"For free consultation inbox or email us at hello@engineerstechbd.com
#engineerstech #software #drivenbyengineers"
18063221672583530,VIDEO,REELS,https://www.instagram.com/reel/Db1ezLYTD0G/,https://scontent-iad3-1.cdninstagram.com/o1/v/t2/f2/m86/AQP83e3TP70kYePYmdM1jqZIYAbqgywyl-ZKsrhgZ6uHrzDHCSGgK95NbxrdmdnINeJ_XnjuEjVQjX7j-TdA7PKLW6dMfqJFgJ31KiM.mp4?_nc_cat=108&_nc_sid=5e9851&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_ohc=rJJSi8swRqkQ7kNvwEW5b4J&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQ3MzU2MzIzNjQ1NTc3NSwiYXNzZXRfYWdlX2RheXMiOjIsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxNSwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=8aeb677127f21250&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82MjQ0RUVFRDIyQ0JDQTY5QzgzQ0RBODM5MDE0OEM4QV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0Q3NEM4MzMyODE5NDRGNTM0MjY0OUIwNzU2MDBFQzk0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACa-1c6gquzkCBUCKAJDMywXQC_dsi0OVgQYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQK2vo0GMoCogtngeWz6oSH1ZVnWZfOfvcDHrqA6CFryFJgVSokW0e1Ds-wWR9QJ2sIXoMZXmbzBEQ&oh=00_AQHHBZGH09oQ45dKMz3Boi_tOcXb_vc6lllAr6qmfUieyg&oe=6A7D9B99,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/771939608_1286768713381249_483879190150767893_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=wJ3ZKNsS7qkQ7kNvwFqal5G&_nc_oc=AdoYZm_kEuAOo_yGQ0Q4yveuCKps5VbMKr_QJtEvnKPfSWwNvqMF4UVXc2qkQhg66gg&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&_nc_tpa=Q5bMBQJ9mn0orrF8nhTj3yzzzx1ST4CB9PZqXyt2R1CbhnBY6EsvDaK64etdJrYCAlgGqwxQvHuNFaZjdg&oh=00_AQGWmijc_hL5VKQmA-zQWznp-UwC_IvSNQATmKyCoBVbUA&oe=6A817B4D,2026-08-09T22:14:50+0000,1,0,engineersTech is the engine that lacks your business growth #engineerstech #business #drivenbyengineers
18101003783164658,VIDEO,REELS,https://www.instagram.com/reel/Db0cyoIjsNk/,https://scontent-iad6-1.cdninstagram.com/o1/v/t2/f2/m86/AQOz8_w16Sv6XUeMWC9GaJjLl8Ex5S0iPs4CK1bJ64aF897CfWQdcLAOL9hoL9CMXgd6e1vivuGPx-_xNQIAiN-zH1iFoGCRaMnxCBE.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_ohc=HZXbJfWMyuUQ7kNvwH3HTTH&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTgwMDIzODI0NzY5NzY3MDEsImFzc2V0X2FnZV9kYXlzIjoyLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MTEsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=8a6979b9aadb6a24&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMjQ0OTQ3OUNBNTU0ODBDRjUyMjkwOTdEMDY5QTFCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzAyNEM0NTAwQTRENTBGQTM5MDQ5QzUwQTA3QUQ2RUJGX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACb6iLXKycT6PxUCKAJDMywXQCd3S8an754YEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZeadAQA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQKoHxGD1AmbSc7X-B8xwckhEMBp5pk7_DD4_fXX9FFZnYzw6wYe51eE_VyZfNIp6Cp2roRZAJjXzQ&oh=00_AQEJxZZbtyWGgL5RbTQEd5K02BqI-WLGViuNO2IbieDcIg&oe=6A7D9F4C,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/772109894_18002382692976701_6928420758348331337_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=E85yOx8MgL0Q7kNvwGSkK8v&_nc_oc=AdoTO2Gk-EQSvjc0kiB_hrT4KChvn28S-VF8-9fNDj6qvta6eSI73W8HEOX5UOSNyyQ&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&_nc_tpa=Q5bMBQLVc7r6s8yDkLNMGAP90ECzl4mN6Qpa-rbQb-TLykMSuomW_zmnNFF4vL9YCWDlxetfrzE5X4N6OA&oh=00_AQHg6O2d58EaG-EjFGPZgSX5AfPpRfHNiJi-4ZsfiVvhmg&oe=6A81888A,2026-08-09T12:34:45+0000,0,0,"Your business doesn’t need more complexity. It needs the right technology. 🚀

From building your digital foundation to improving operations and scaling your business — engineersTech helps turn business challenges into practical technology solutions.

💻 Custom Websites & Software
📱 Web & Mobile Applications
☁️ SaaS Solutions
🤖 AI & Automation
📈 Technology built for business growth

Let’s build what your business actually needs.
All your risk concern is on us and one remaining thought is watching your business growth sustainable way.

#drivenByEngineers #BusinessGrowth #CustomSoftware  # #AIIntegration  #BusinessAutomation #saas #motiongraphics #socialmediamarketing #erp #software"
18192097285376783,IMAGE,FEED,https://www.instagram.com/p/Dbyh-1tTtmk/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/768361184_18002265722976701_6182173017995827569_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=KhVj6ojsKx8Q7kNvwGUKcNt&_nc_oc=AdolOpFutH9_W7FWk3C4DsKpsFewNBn-VDlSCuv6pSTh1CpVn7DymqZF5Ul34j4FzlY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&_nc_tpa=Q5bMBQIPhsaXkBLep3GWrrsCH-sJSJO8aI_6nkqDO6CTbx0Wji6Ul7GfXhMAP_YQDrpSwWPQxGPt1eq19Q&oh=00_AQGA1m1zlwg-h6TpskeF8kCeGQNBdR68VKrdUcqrI17ngQ&oe=6A8192D1,,2026-08-08T18:41:21+0000,1,0,"Your business doesn’t stop at development. **It needs to run, evolve, and grow.**

From building your website and digital platforms to managing your online presence, content, advertising, performance, and ongoing improvements — you shouldn’t have to coordinate with multiple teams for everything.

With engineersTech, get a **360° complete online solution** built around your business.

🔹 Website & Digital Platform Development
🔹 Website Maintenance & Updates
🔹 Social Media Content & Management
🔹 Advertising & Campaign Management
🔹 Performance & Growth Optimization
🔹 Ongoing Technical Support

**One partner. One connected strategy. From development to business growth.**

Let your business focus on growth. **We’ll handle the digital side.**

🌐 [www.engineerstechbd.com](http://www.engineerstechbd.com)
📧 [hello@engineerstechbd.com](mailto:hello@engineerstechbd.com)
📞 +880 131-4443311

#engineersTech #drivenbyengineers #digitalsolutions #businessgrowth #websitedevelopment"
18143887126527150,IMAGE,FEED,https://www.instagram.com/p/DbydSEnm-oP/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/768248225_18002260181976701_389330062843483266_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Od9K-4ZaRLgQ7kNvwG4CzNa&_nc_oc=AdrzCgsUYHlKWMvEgL5T4lAS7Mx9wKxJywPZwx1ClEUOUkDlwnCfNHXU8QEVs12Qxh8&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=rKVsNoHUz-1H48tfRKm04w&_nc_tpa=Q5bMBQLeoGpqsS5lbbvrax2TqrJx8xUCqQTAIFX38pD15QpHjxwa2f1eHQXbDaPhw45OWAD70Bam18eBjw&oh=00_AQGVOqBYNFGUqWjc5FYnF415V1Lvn7HCasE8PYhQKZh5sg&oe=6A8199D8,,2026-08-08T18:00:24+0000,0,0,"🚀 Ready to scale your retail business to the global stage?

At engineersTech, we specialize in seamless Shopify e-commerce launches. From custom themes to complex ERP integrations, we build the digital backbone your brand deserves.

🔗 Link in bio for a free consultation!
📧 hello@engineerstechbd.com
📞 +880 131-4443311

#engineersTech #Shopify #Ecommerce #DigitalTransformation #ERP #TechSolutions #BusinessGrowth #CustomDev"
18089536817531104,VIDEO,REELS,https://www.instagram.com/reel/Dbg9dL8z4iC/,https://scontent-iad6-1.cdninstagram.com/o1/v/t2/f2/m86/AQOaCMMfR8YtJ9QZDwJyOIkC-pMG4p9Ln1AHLqGNTijZMFr4xC9tQmswpo-fh54cs37EjCDQ2d_8CiKelR9ZQvSeJSq_MM0LfEhJSYo.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-iad6-1.cdninstagram.com&_nc_ohc=yrGlw4ffqTAQ7kNvwEfdUcP&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTc0NDk4ODY1MzU4NzIxMywiYXNzZXRfYWdlX2RheXMiOjEwLCJ2aV91c2VjYXNlX2lkIjoxMjM3NCwiZHVyYXRpb25fcyI6MTIsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=40dfce21d6b9cbaa&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8wRjQyOThGRTFFRDU1RjgwMzMwMzQ0QkQ5QTFGMEJBRl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzMxNDE3QUVEN0I0QTU2QzNFRDE5Njk5NjFBMTNDQTgzX2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACaarKzN2sOZBhUCKAJDMywXQCiIMSbpeNUYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZazBAQA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&edm=ANo9K5cEAAAA&_nc_zt=28&_nc_tpa=Q5bMBQKPwJ3DYyx-hMaLxvfjdqk3f0gSp9N3MwOocq19a_CDts4JtFl5ZOZ11MMuPXs8e4l78vKE6mtl0A&oh=00_AQHwlAh_IDPRPGj9TQNCbS6dfbJfvNcNGYfHsO35SwQNnQ&oe=6A7DB164,https://scontent-iad6-1.cdninstagram.com/v/t51.71878-15/760411015_1543873393896553_4045304917206447036_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=D_gTyAGRx4sQ7kNvwH4nZ_2&_nc_oc=AdqjcXcdcIMNO-uMZuxEptHPljFPzLXsZ3V6ZPWc-am8eY6joP6UHmDaXZrNLe2np80&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&_nc_tpa=Q5bMBQLYaQz8JKHg3UxB3zGDnrcS37l2NTzKL8mvpfDiZMfTtXkJfvC91IrpjSvz4X_WEQNS9DK0LMA4fQ&oh=00_AQHMgVUXpB_e7jLtVPWOesKKzBKcWH99hJr1pR3Q4V4QzA&oe=6A818038,2026-08-01T22:56:37+0000,4,0,#engineerstech #salesmarketing #business #enterprisesolutions #ecommerce
18376586893227182,IMAGE,FEED,https://www.instagram.com/p/Dbg4-31DzfW/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/761179747_18001179758976701_307400973624256430_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=OfpS3WlFQGsQ7kNvwFcxxcN&_nc_oc=AdqRMYV-k_Q8dBcllHe6v1us2YLl6W3M6P8lwSyyhWMKFl7vPbQk_-iOMbKq275ob-I&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&_nc_tpa=Q5bMBQIkNi7C19PEQafD7A5TXpuAKey0tokNRVfVI50K5NdsIJUrKhCW94vfT_eKHl3UcGH8qK4BAphZVw&oh=00_AQEoFCgE10zPUfuMw6WfS2pPTz1KRqNRXQse1b-umu57_A&oe=6A8189BA,,2026-08-01T22:16:05+0000,1,0,"🚀 Ready to build the next Amazon or eBay? 

At engineersTech, we specialize in turning ambitious visions into scalable digital realities. Whether it is custom ERP systems, AI-driven solutions, or secure web development, our team in Dhaka delivers global excellence tailored for your business growth. 

Don’t just plan—execute. 

✨ Leave a message today for a FREE consultation! 

🔗 Visit us: www.engineerstechbd.com
📧 Email: hello@engineerstechbd.com
📞 Call: +880 131-4443311

#engineersTech #SoftwareDevelopment #EcommerceSolutions #TechInnovation #StartupGrowth #CustomSoftware #AI #ERP #BusinessGrowth #DhakaTech #WebDevelopment #AmazonClone #eBayClone"
18081667163415649,IMAGE,FEED,https://www.instagram.com/p/DYocwIbRXyT/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/706003809_17990385110976701_3539316290065360480_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=__DznDZAGT0Q7kNvwGwVmDF&_nc_oc=Adq_G98poRVvYFqsdT2gTS2EVLILJ8aUoy11fKxhtE_jFAes-IJdztwrjW0lKAPDXCY&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&_nc_tpa=Q5bMBQJZCZYdqXqvHcKz21yW2b23Tf9pxxOeJOoxU1nAym5bpyAun1Btvc2EzLqE3ydqgsUQhGpztoNDqg&oh=00_AQFARjmh7CpBANbUY5j0GI6TD68hsEG3ANaX0GZNSB7o3A&oe=6A81A246,,2026-05-22T07:09:06+0000,3,0,"engineersTech × Sadik Physiotherapy & Rehabilitation Centre

We are proud to announce a signed MoU with Sadik Physiotherapy & Rehabilitation Centre, digitizing the practice of Dr. Sadik Hasan.

Combining 16 years of expertise as the In-charge of the Physiotherapy Department at Labaid Ltd. with our advanced digital solutions:

Smart Slot Booking • Patient Management • Digital Ecosystem

Transform your Healthcare Facility!
If you have a hospital, diagnostic center, or clinic and want to automate your bookings and management, contact us today:

Email: hello@engineerstechbd.com

Phone: 01314 44 33 11

Web: engineerstechbd.com

#engineersTech #HealthTech #DigitalTransformation #Physiotherapy #HealthcareInnovation HospitalManagement AppointmentBooking Saas DrSadikHasan Labaid Rehabilitation MedicalSoftware DigitalHealth Uttara Dhaka Bangladesh BusinessGrowth TechPartnership SmartHealth StartupBD"
18047418317783359,IMAGE,FEED,https://www.instagram.com/p/DYociJVxjV3/,https://scontent-iad6-1.cdninstagram.com/v/t51.82787-15/704018939_17990385044976701_2421627154943100487_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=HMS0UIdlYfsQ7kNvwF5DFbe&_nc_oc=AdqGFyB6X4hzvxFwM1qDhRAWQzZC__5350G1_Ocl2GblXPPiBAdaJ43xXiJKuB79yjY&_nc_zt=23&_nc_ht=scontent-iad6-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&_nc_tpa=Q5bMBQLT7ptKmSKMidn3mzmBga3wI84WJfzr8m84XPGWWhwHknlZbQtmV7SK6PsQNrHKyCmVKShiLrj6UA&oh=00_AQFt9SL7nO9jQ631uDJEagptJo_aTJgf5yNEw6PpU_264A&oe=6A81984B,,2026-05-22T07:07:09+0000,0,0,"নারীরা এগিয়ে গেলে—এগিয়ে যাবে সমাজ এবং দেশ। 

নারী শক্তির এই অগ্রযাত্রায় শামিল হতে engineersTech গর্বের সাথে যুক্ত হয়েছে atB Jobs Women's Job Fair 2026-এ! মেলায় আমাদের একটি ডেডিকেটেড স্টল থাকছে, যেখানে আপনারা সরাসরি জবের জন্য অ্যাপ্লাই করতে পারবেন এবং আমাদের এক্সপার্টদের কাছ থেকে নিতে পারবেন ক্যারিয়ার বিষয়ক প্রয়োজনীয় সব পরামর্শ।

মেলায় আমাদের স্টল ভিজিট করুন আগামী ১৯শে জুন, Elite Convention Hall -এ। নারীর ক্ষমতায়নে অবদান রাখতে এবং নতুন সব সুযোগের বিস্তারিত জানতে আমাদের ফেসবুক ও লিঙ্কডইন পেজে নজর রাখুন। দেখা হচ্ছে মেলায়! 

#engineersTech #atBJobs #WomensJobFair2026 #WomenEmpowerment #TechForGood CareerOpportunity BangladeshTech WomenInTech HiringNow CareerAdvice WomenInSTEM SmartBangladesh"
18116995483741513,CAROUSEL_ALBUM,FEED,https://www.instagram.com/p/DYoce4RERQq/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/705350632_17990385008976701_6497449750508730864_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=7-5&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Q5lop66BBWgQ7kNvwFeeIAn&_nc_oc=AdqPHFfdw07HuhLL4n2bclGbMII14nuDBlm4cu8L2eaTEsCMRS7T05gCk61b2sFx-o4&_nc_zt=23&_nc_ht=scontent-iad3-1.cdninstagram.com&edm=ANo9K5cEAAAA&_nc_gid=ye9r3NpxNfLFTXgfOxDV8g&_nc_tpa=Q5bMBQJ661uUK4OWSWwB7dn4DZHCymVuLz0LSiRIO5hwUWWtnx2zEuN5D7oHXTyW23u4e2ZqOOhmN-r9ew&oh=00_AQE6UwfpYQNQP5oh0cONN5IVlqzsMSV5m-IQIaP07yfZJw&oe=6A819CE1,,2026-05-22T07:06:40+0000,3,0,"𝐓𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦 𝐘𝐨𝐮𝐫 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐰𝐢𝐭𝐡 engineersTech

Ready to scale? We build the digital backbone your business deserves. From custom enterprise software to sleek mobile apps, 𝐞𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐬𝐓𝐞𝐜𝐡 delivers high-performance solutions tailored to your goals.

𝐎𝐮𝐫 𝐄𝐱𝐩𝐞𝐫𝐭𝐢𝐬𝐞:

• Enterprise & SaaS: Custom CRM, HRM, and ERP systems built for scale.

•Web & Mobile: Flawless cross-platform iOS, Android, and Web apps.

•Design & Motion: Pixel-perfect UI/UX and captivating brand identities.

•Strategy: Expert consulting to roadmap your digital transformation.

Let’s build something great together.

Visit: engineerstechbd.com
Email: hello@engineerstechbd.com
Call: 01314 44 33 11

#engineersTech #SoftwareDevelopment #EnterpriseSolutions #AppDevelopment #UIUX DigitalTransformation SaaS TechInnovation BusinessGrowth"
